기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2019.3/4	성동구	성수2가1동	외국인	669	21	19	4	5	31	45	70	66	49	93	92	104	56	10	2	1	-	-	-	1	-
2019.3/4	성동구	성수2가3동	계	11,725	344	306	260	341	840	1,294	1,110	1,008	746	845	952	1,037	892	589	447	358	227	90	24	6	9
2019.3/4	성동구	성수2가3동	한국인	11,384	338	302	254	321	803	1,245	1,074	973	718	814	921	1,005	876	581	446	358	226	90	24	6	9
2019.3/4	성동구	성수2가3동	외국인	341	6	4	6	20	37	49	36	35	28	31	31	32	16	8	1	-	1	-	-	-	-
2019.3/4	성동구	송정동	계	11,546	322	303	295	392	791	1,026	889	956	795	943	1,060	1,170	937	605	427	319	190	85	26	7	8
2019.3/4	성동구	송정동	한국인	11,076	309	295	290	386	738	980	845	902	757	906	1,010	1,108	899	596	423	317	190	84	26	7	8
2019.3/4	성동구	송정동	외국인	470	13	8	5	6	53	46	44	54	38	37	50	62	38	9	4	2	-	1	-	-	-
2019.3/4	성동구	용답동	계	13,572	275	313	312	498	959	1,299	1,007	968	909	1,210	1,333	1,299	1,051	646	589	473	290	100	31	6	4
2019.3/4	성동구	용답동	한국인	12,572	236	289	301	454	841	1,174	913	901	854	1,125	1,212	1,156	998	632	586	471	289	99	31	6	4
2019.3/4	성동구	용답동	외국인	1,000	39	24	11	44	118	125	94	67	55	85	121	143	53	14	3	2	1	1	-	-	-
2019.3/4	성동구	왕십리도선동	계	27,878	1,300	1,267	749	956	2,033	2,579	2,331	2,742	2,002	2,210	2,281	2,211	1,748	1,081	862	737	482	187	78	17	25
2019.3/4	성동구	왕십리도선동	한국인	27,402	1,284	1,260	741	938	1,943	2,528	2,265	2,700	1,967	2,175	2,236	2,173	1,731	1,074	862	736	482	187	78	17	25
2019.3/4	성동구	왕십리도선동	외국인	476	16	7	8	18	90	51	66	42	35	35	45	38	17	7	-	1	-	-	-	-	-
2019.3/4	성동구	금호2.3가동	계	24,299	1,138	757	699	946	1,391	1,685	2,029	2,475	1,898	2,045	1,863	1,913	1,677	1,192	947	823	476	213	80	27	25
2019.3/4	성동구	금호2.3가동	한국인	24,086	1,130	755	698	941	1,372	1,662	2,006	2,454	1,874	2,023	1,840	1,889	1,665	1,186	947	823	476	213	80	27	25
2019.3/4	성동구	금호2.3가동	외국인	213	8	2	1	5	19	23	23	21	24	22	23	24	12	6	-	-	-	-	-	-	-
2019.3/4	성동구	옥수동	계	27,264	1,426	1,303	849	913	1,316	1,872	2,383	3,108	2,325	2,141	1,960	2,071	1,811	1,217	942	755	499	217	97	32	27
2019.3/4	성동구	옥수동	한국인	26,981	1,415	1,289	839	904	1,307	1,846	2,342	3,068	2,290	2,115	1,941	2,056	1,801	1,207	939	753	498	216	96	32	27
2019.3/4	성동구	옥수동	외국인	283	11	14	10	9	9	26	41	40	35	26	19	15	10	10	3	2	1	1	1	-	-
2019.3/4	광진구	소계	계	368,337	10,544	12,212	12,608	16,465	30,134	37,317	31,020	30,129	26,173	30,524	29,649	29,449	24,766	15,924	12,410	9,544	5,611	2,458	924	273	203
2019.3/4	광진구	소계	한국인	352,692	10,142	11,879	12,455	15,606	26,414	35,330	29,598	29,107	25,386	29,505	28,283	27,747	24,114	15,780	12,372	9,529	5,595	2,452	924	271	203
2019.3/4	광진구	소계	외국인	15,645	402	333	153	859	3,720	1,987	1,422	1,022	787	1,019	1,366	1,702	652	144	38	15	16	6	-	2	-
2019.3/4	광진구	화양동	계	25,422	264	260	241	1,050	5,455	5,759	2,837	1,738	1,124	1,197	1,176	1,109	980	716	592	452	278	114	43	16	21
2019.3/4	광진구	화양동	한국인	21,864	245	246	237	617	3,720	5,111	2,627	1,630	1,074	1,125	1,091	993	933	704	589	452	278	112	43	16	21
2019.3/4	광진구	화양동	외국인	3,558	19	14	4	433	1,735	648	210	108	50	72	85	116	47	12	3	-	-	2	-	-	-
2019.3/4	광진구	군자동	계	22,142	556	574	497	851	2,644	2,851	2,133	1,856	1,319	1,479	1,563	1,621	1,368	902	765	606	358	131	43	14	11
2019.3/4	광진구	군자동	한국인	19,953	499	538	490	654	1,729	2,462	1,942	1,746	1,260	1,437	1,496	1,544	1,338	895	762	606	356	131	43	14	11
2019.3/4	광진구	군자동	외국인	2,189	57	36	7	197	915	389	191	110	59	42	67	77	30	7	3	-	2	-	-	-	-
2019.3/4	광진구	중곡1동	계	16,420	514	406	324	548	1,029	1,673	1,682	1,531	1,122	1,266	1,351	1,396	1,235	790	650	502	232	107	43	11	8
2019.3/4	광진구	중곡1동	한국인	15,945	491	396	321	520	1,000	1,636	1,614	1,499	1,086	1,226	1,293	1,331	1,205	786	645	500	229	105	43	11	8
2019.3/4	광진구	중곡1동	외국인	475	23	10	3	28	29	37	68	32	36	40	58	65	30	4	5	2	3	2	-	-	-
2019.3/4	광진구	중곡2동	계	22,635	671	751	697	822	1,525	2,437	2,107	2,018	1,484	1,775	1,841	1,927	1,593	1,034	834	600	327	114	54	15	9
2019.3/4	광진구	중곡2동	한국인	22,286	662	742	693	815	1,489	2,401	2,067	1,971	1,463	1,742	1,797	1,880	1,582	1,029	834	600	327	114	54	15	9
2019.3/4	광진구	중곡2동	외국인	349	9	9	4	7	36	36	40	47	21	33	44	47	11	5	-	-	-	-	-	-	-
2019.3/4	광진구	중곡3동	계	17,492	454	442	487	650	1,155	1,640	1,484	1,412	1,167	1,398	1,532	1,670	1,378	850	724	557	303	108	58	8	15
2019.3/4	광진구	중곡3동	한국인	17,247	444	439	486	644	1,141	1,610	1,460	1,392	1,147	1,374	1,497	1,626	1,367	849	723	556	303	108	58	8	15
2019.3/4	광진구	중곡3동	외국인	245	10	3	1	6	14	30	24	20	20	24	35	44	11	1	1	1	-	-	-	-	-
2019.3/4	광진구	중곡4동	계	30,561	944	843	825	1,374	2,123	2,524	2,318	2,402	2,048	2,493	2,857	2,780	2,389	1,610	1,300	918	465	219	77	24	28
2019.3/4	광진구	중곡4동	한국인	30,184	917	823	813	1,355	2,100	2,484	2,253	2,356	2,016	2,470	2,829	2,752	2,381	1,607	1,298	918	464	219	77	24	28
2019.3/4	광진구	중곡4동	외국인	377	27	20	12	19	23	40	65	46	32	23	28	28	8	3	2	-	1	-	-	-	-
2019.3/4	광진구	능동	계	11,867	368	300	240	354	780	1,608	1,561	1,262	828	798	730	775	742	468	397	338	176	92	33	15	2
2019.3/4	광진구	능동	한국인	11,524	341	289	236	346	735	1,553	1,502	1,224	811	786	710	749	726	464	397	338	176	92	33	14	2
2019.3/4	광진구	능동	외국인	343	27	11	4	8	45	55	59	38	17	12	20	26	16	4	-	-	-	-	-	1	-
2019.3/4	광진구	구의1동	계	23,126	583	493	504	861	1,784	2,986	2,486	2,084	1,581	1,837	1,765	1,769	1,429	928	800	627	391	135	54	15	14
2019.3/4	광진구	구의1동	한국인	22,395	557	476	489	849	1,742	2,922	2,395	2,029	1,532	1,765	1,671	1,626	1,388	924	795	626	391	135	54	15	14
2019.3/4	광진구	구의1동	외국인	731	26	17	15	12	42	64	91	55	49	72	94	143	41	4	5	1	-	-	-	-	-
2019.3/4	광진구	구의2동	계	28,032	942	1,068	1,143	1,407	1,750	2,069	1,996	2,358	2,136	2,483	2,362	2,318	2,021	1,331	1,118	754	467	196	62	25	26
2019.3/4	광진구	구의2동	한국인	27,583	921	1,028	1,115	1,390	1,728	2,020	1,942	2,289	2,099	2,451	2,336	2,286	2,005	1,329	1,117	753	465	196	62	25	26
2019.3/4	광진구	구의2동	외국인	449	21	40	28	17	22	49	54	69	37	32	26	32	16	2	1	1	2	-	-	-	-
2019.3/4	광진구	구의3동	계	30,179	1,005	1,091	1,183	1,550	2,251	2,635	2,538	2,400	2,194	2,668	2,565	2,416	2,006	1,258	914	710	445	226	94	20	10
2019.3/4	광진구	구의3동	한국인	29,872	991	1,084	1,180	1,540	2,241	2,606	2,490	2,376	2,170	2,634	2,526	2,375	1,988	1,252	914	710	445	226	94	20	10
2019.3/4	광진구	구의3동	외국인	307	14	7	3	10	10	29	48	24	24	34	39	41	18	6	-	-	-	-	-	-	-
2019.3/4	광진구	광장동	계	36,180	1,060	2,406	3,067	2,694	2,275	1,957	1,665	2,504	3,543	4,462	3,018	2,298	1,749	1,110	768	710	516	245	97	26	10
2019.3/4	광진구	광장동	한국인	36,007	1,053	2,397	3,056	2,687	2,264	1,930	1,637	2,485	3,530	4,448	3,007	2,292	1,744	1,107	767	710	516	244	97	26	10
2019.3/4	광진구	광장동	외국인	173	7	9	11	7	11	27	28	19	13	14	11	6	5	3	1	-	-	1	-	-	-
2019.3/4	광진구	자양1동	계	24,229	600	635	738	938	1,796	2,660	2,155	2,034	1,793	1,955	2,046	1,990	1,705	1,085	805	697	367	140	63	15	12
2019.3/4	광진구	자양1동	한국인	23,110	571	600	724	925	1,703	2,552	2,061	1,934	1,704	1,849	1,887	1,803	1,641	1,070	801	692	363	140	63	15	12
2019.3/4	광진구	자양1동	외국인	1,119	29	35	14	13	93	108	94	100	89	106	159	187	64	15	4	5	4	-	-	-	-
2019.3/4	광진구	자양2동	계	27,107	874	1,022	905	1,201	1,791	2,263	2,122	2,324	2,100	2,219	2,244	2,305	2,098	1,340	942	689	386	187	63	20	12
2019.3/4	광진구	자양2동	한국인	26,685	856	1,004	899	1,195	1,769	2,233	2,073	2,281	2,068	2,174	2,183	2,248	2,067	1,336	942	689	386	187	63	20	12
2019.3/4	광진구	자양2동	외국인	422	18	18	6	6	22	30	49	43	32	45	61	57	31	4	-	-	-	-	-	-	-
2019.3/4	광진구	자양3동	계	29,577	1,182	1,426	1,341	1,468	1,894	2,202	2,112	2,494	2,290	2,539	2,370	2,449	2,090	1,258	873	695	491	285	80	26	12
2019.3/4	광진구	자양3동	한국인	29,290	1,179	1,422	1,338	1,462	1,870	2,168	2,078	2,463	2,268	2,505	2,343	2,414	2,071	1,251	869	695	491	285	80	26	12
2019.3/4	광진구	자양3동	외국인	287	3	4	3	6	24	34	34	31	22	34	27	35	19	7	4	-	-	-	-	-	-
2019.3/4	광진구	자양4동	계	23,368	527	495	416	697	1,882	2,053	1,824	1,712	1,444	1,955	2,229	2,626	1,983	1,244	928	689	409	159	60	23	13
2019.3/4	광진구	자양4동	한국인	18,747	415	395	378	607	1,183	1,642	1,457	1,432	1,158	1,519	1,617	1,828	1,678	1,177	919	684	405	158	60	22	13
2019.3/4	광진구	자양4동	외국인	4,621	112	100	38	90	699	411	367	280	286	436	612	798	305	67	9	5	4	1	-	1	-
2019.3/4	동대문구	소계	계	363,779	10,831	11,891	11,384	15,400	33,246	32,212	25,556	28,192	25,176	28,566	27,949	28,429	26,183	18,569	15,199	12,631	7,399	3,200	1,117	377	272
2019.3/4	동대문구	소계	한국인	346,551	10,585	11,739	11,280	14,383	25,674	29,212	24,237	27,446	24,625	27,971	27,256	27,685	25,877	18,464	15,160	12,617	7,384	3,193	1,114	377	272
2019.3/4	동대문구	소계	외국인	17,228	246	152	104	1,017	7,572	3,000	1,319	746	551	595	693	744	306	105	39	14	15	7	3	-	-
2019.3/4	동대문구	회기동	계	13,337	229	326	298	707	3,359	2,037	953	777	701	690	614	603	545	417	360	347	220	86	47	11	10
2019.3/4	동대문구	회기동	한국인	10,363	220	318	297	444	1,471	1,469	830	734	679	679	597	590	543	415	359	345	219	86	47	11	10
2019.3/4	동대문구	회기동	외국인	2,974	9	8	1	263	1,888	568	123	43	22	11	17	13	2	2	1	2	1	-	-	-	-
2019.3/4	동대문구	휘경1동	계	16,537	405	342	317	789	2,535	2,000	1,186	1,151	907	1,139	1,242	1,115	985	745	630	510	325	141	47	17	9
2019.3/4	동대문구	휘경1동	한국인	14,540	394	337	315	601	1,460	1,600	1,084	1,106	874	1,094	1,217	1,075	965	741	630	510	323	141	47	17	9
2019.3/4	동대문구	휘경1동	외국인	1,997	11	5	2	188	1,075	400	102	45	33	45	25	40	20	4	-	-	2	-	-	-	-
2019.3/4	동대문구	휘경2동	계	25,176	655	797	955	1,296	2,915	2,652	1,621	1,656	1,645	2,019	1,861	1,747	1,657	1,232	979	780	403	199	77	19	11
2019.3/4	동대문구	휘경2동	한국인	24,470	636	786	947	1,266	2,654	2,495	1,540	1,623	1,618	2,002	1,845	1,719	1,642	1,230	979	780	403	198	77	19	11
2019.3/4	동대문구	휘경2동	외국인	706	19	11	8	30	261	157	81	33	27	17	16	28	15	2	-	-	-	1	-	-	-
2019.3/4	동대문구	청량리동	계	22,035	431	550	584	738	1,304	1,438	1,302	1,389	1,257	1,653	1,884	2,189	2,155	1,559	1,316	1,147	654	322	110	23	30
2019.3/4	동대문구	청량리동	한국인	21,361	420	537	579	722	1,209	1,371	1,237	1,336	1,219	1,592	1,790	2,092	2,122	1,543	1,312	1,146	652	319	110	23	30
2019.3/4	동대문구	청량리동	외국인	674	11	13	5	16	95	67	65	53	38	61	94	97	33	16	4	1	2	3	-	-	-
2019.3/4	동대문구	용신동	계	32,073	750	772	663	946	2,540	3,513	2,804	2,629	2,150	2,426	2,391	2,734	2,329	1,630	1,356	1,212	759	292	109	47	21
2019.3/4	동대문구	용신동	한국인	30,552	710	743	644	922	2,212	3,316	2,661	2,526	2,048	2,315	2,242	2,558	2,262	1,610	1,350	1,210	757	290	108	47	21
2019.3/4	동대문구	용신동	외국인	1,521	40	29	19	24	328	197	143	103	102	111	149	176	67	20	6	2	2	2	1	-	-
2019.3/4	동대문구	제기동	계	27,630	544	624	620	1,074	3,313	2,651	1,894	1,794	1,542	1,870	1,975	2,175	2,161	1,642	1,346	1,186	715	346	99	37	22
2019.3/4	동대문구	제기동	한국인	25,079	524	609	607	879	1,970	2,232	1,751	1,708	1,486	1,814	1,915	2,085	2,122	1,630	1,343	1,186	714	346	99	37	22
2019.3/4	동대문구	제기동	외국인	2,551	20	15	13	195	1,343	419	143	86	56	56	60	90	39	12	3	-	1	-	-	-	-
2019.3/4	동대문구	전농1동	계	31,096	1,025	1,007	870	1,258	2,316	2,505	2,096	2,496	2,111	2,496	2,529	2,626	2,455	1,612	1,356	1,175	690	301	91	44	37
2019.3/4	동대문구	전농1동	한국인	30,568	1,010	998	862	1,241	2,227	2,425	2,036	2,455	2,074	2,464	2,475	2,586	2,431	1,601	1,350	1,173	688	301	90	44	37
2019.3/4	동대문구	전농1동	외국인	528	15	9	8	17	89	80	60	41	37	32	54	40	24	11	6	2	2	-	1	-	-
2019.3/4	동대문구	전농2동	계	20,341	573	832	828	1,056	1,536	1,352	1,110	1,465	1,485	1,799	1,702	1,635	1,490	1,094	837	777	509	183	57	11	10
2019.3/4	동대문구	전농2동	한국인	19,691	570	829	824	1,029	1,210	1,254	1,031	1,421	1,460	1,782	1,691	1,628	1,488	1,091	836	777	509	183	57	11	10
2019.3/4	동대문구	전농2동	외국인	650	3	3	4	27	326	98	79	44	25	17	11	7	2	3	1	-	-	-	-	-	-
2019.3/4	동대문구	답십리1동	계	29,939	1,565	1,337	975	1,114	1,864	2,373	2,649	3,131	2,404	2,341	2,264	2,227	1,827	1,199	1,013	802	497	221	76	31	29
2019.3/4	동대문구	답십리1동	한국인	29,482	1,542	1,325	966	1,107	1,805	2,302	2,580	3,089	2,378	2,302	2,229	2,186	1,808	1,196	1,012	801	497	221	76	31	29
2019.3/4	동대문구	답십리1동	외국인	457	23	12	9	7	59	71	69	42	26	39	35	41	19	3	1	1	-	-	-	-	-
2019.3/4	동대문구	답십리2동	계	30,439	1,025	1,001	993	1,313	1,843	2,201	2,132	2,374	2,182	2,538	2,640	2,643	2,338	1,700	1,334	1,142	625	288	89	19	19
2019.3/4	동대문구	답십리2동	한국인	30,101	1,012	994	986	1,307	1,785	2,161	2,091	2,344	2,164	2,506	2,604	2,610	2,330	1,693	1,333	1,142	625	288	88	19	19
2019.3/4	동대문구	답십리2동	외국인	338	13	7	7	6	58	40	41	30	18	32	36	33	8	7	1	-	-	-	1	-	-
2019.3/4	동대문구	장안1동	계	39,351	1,377	1,414	1,334	1,463	2,278	3,098	3,056	3,572	3,211	3,356	3,065	3,256	3,037	2,083	1,626	1,129	578	263	90	44	21
2019.3/4	동대문구	장안1동	한국인	38,703	1,354	1,397	1,324	1,455	2,230	3,014	2,958	3,510	3,165	3,284	2,988	3,201	3,012	2,073	1,618	1,127	575	263	90	44	21
2019.3/4	동대문구	장안1동	외국인	648	23	17	10	8	48	84	98	62	46	72	77	55	25	10	8	2	3	-	-	-	-
2019.3/4	동대문구	장안2동	계	31,930	1,257	1,559	1,415	1,481	1,754	2,000	2,088	2,977	2,772	2,813	2,485	2,432	2,319	1,617	1,252	903	482	192	86	33	13
2019.3/4	동대문구	장안2동	한국인	31,630	1,247	1,553	1,413	1,473	1,737	1,957	2,039	2,941	2,745	2,790	2,455	2,397	2,312	1,612	1,251	902	482	192	86	33	13
2019.3/4	동대문구	장안2동	외국인	300	10	6	2	8	17	43	49	36	27	23	30	35	7	5	1	1	-	-	-	-	-
2019.3/4	동대문구	이문1동	계	22,622	383	492	601	1,125	4,201	2,904	1,469	1,245	1,249	1,538	1,451	1,389	1,326	908	809	749	475	179	73	23	33
2019.3/4	동대문구	이문1동	한국인	19,233	356	480	591	910	2,347	2,198	1,256	1,162	1,182	1,482	1,397	1,337	1,299	903	805	747	473	179	73	23	33
2019.3/4	동대문구	이문1동	외국인	3,389	27	12	10	215	1,854	706	213	83	67	56	54	52	27	5	4	2	2	-	-	-	-
2019.3/4	동대문구	이문2동	계	21,273	612	838	931	1,040	1,488	1,488	1,196	1,536	1,560	1,888	1,846	1,658	1,559	1,131	985	772	467	187	66	18	7
2019.3/4	동대문구	이문2동	한국인	20,778	590	833	925	1,027	1,357	1,418	1,143	1,491	1,533	1,865	1,811	1,621	1,541	1,126	982	771	467	186	66	18	7
2019.3/4	동대문구	이문2동	외국인	495	22	5	6	13	131	70	53	45	27	23	35	37	18	5	3	1	-	1	-	-	-
2019.3/4	중랑구	소계	계	403,776	12,143	13,279	12,783	16,497	25,487	32,322	29,280	31,955	27,618	32,981	35,217	37,339	32,426	21,941	17,147	13,131	7,413	3,160	1,149	328	180
2019.3/4	중랑구	소계	한국인	398,812	11,958	13,133	12,689	16,394	25,010	31,702	28,583	31,456	27,242	32,537	34,733	36,828	32,196	21,880	17,121	13,126	7,411	3,156	1,149	328	180
2019.3/4	중랑구	소계	외국인	4,964	185	146	94	103	477	620	697	499	376	444	484	511	230	61	26	5	2	4	-	-	-
2019.3/4	중랑구	면목2동	계	26,156	734	783	833	1,043	1,613	1,949	1,772	1,987	1,821	2,251	2,597	2,569	2,035	1,429	1,094	857	463	220	78	19	9
2019.3/4	중랑구	면목2동	한국인	25,810	726	777	824	1,035	1,584	1,912	1,717	1,947	1,809	2,221	2,556	2,522	2,016	1,425	1,093	857	463	220	78	19	9
2019.3/4	중랑구	면목2동	외국인	346	8	6	9	8	29	37	55	40	12	30	41	47	19	4	1	-	-	-	-	-	-
2019.3/4	중랑구	면목4동	계	20,237	606	639	611	779	1,195	1,543	1,428	1,663	1,525	1,665	1,738	1,744	1,595	1,182	1,009	766	328	136	53	23	9
2019.3/4	중랑구	면목4동	한국인	19,945	597	627	604	770	1,186	1,505	1,383	1,639	1,500	1,631	1,711	1,712	1,582	1,176	1,009	765	327	136	53	23	9
2019.3/4	중랑구	면목4동	외국인	292	9	12	7	9	9	38	45	24	25	34	27	32	13	6	-	1	1	-	-	-	-
2019.3/4	중랑구	면목5동	계	9,876	292	277	294	404	588	735	738	741	603	912	945	924	829	541	424	348	185	65	24	4	3
2019.3/4	중랑구	면목5동	한국인	9,747	288	274	291	404	581	727	717	724	593	897	925	909	826	539	423	348	185	65	24	4	3
2019.3/4	중랑구	면목5동	외국인	129	4	3	3	-	7	8	21	17	10	15	20	15	3	2	1	-	-	-	-	-	-
2019.3/4	중랑구	면목7동	계	21,913	617	620	548	796	1,275	1,803	1,595	1,616	1,494	1,747	1,908	2,122	1,888	1,353	1,050	777	404	209	59	19	13
2019.3/4	중랑구	면목7동	한국인	21,587	600	604	544	786	1,261	1,762	1,534	1,591	1,466	1,716	1,877	2,090	1,876	1,351	1,049	776	404	209	59	19	13
2019.3/4	중랑구	면목7동	외국인	326	17	16	4	10	14	41	61	25	28	31	31	32	12	2	1	1	-	-	-	-	-
2019.3/4	중랑구	상봉1동	계	25,629	960	1,073	951	1,235	1,736	2,112	1,816	2,040	1,727	2,045	2,263	2,352	1,928	1,130	888	707	420	164	67	14	1
2019.3/4	중랑구	상봉1동	한국인	25,472	952	1,069	949	1,234	1,728	2,078	1,791	2,026	1,711	2,037	2,248	2,344	1,919	1,127	886	707	420	164	67	14	1
2019.3/4	중랑구	상봉1동	외국인	157	8	4	2	1	8	34	25	14	16	8	15	8	9	3	2	-	-	-	-	-	-
2019.3/4	중랑구	상봉2동	계	19,728	499	392	349	575	1,302	2,456	2,241	1,796	1,261	1,452	1,579	1,651	1,406	960	738	568	299	137	42	14	11
2019.3/4	중랑구	상봉2동	한국인	19,394	485	388	344	573	1,278	2,405	2,191	1,758	1,243	1,424	1,542	1,610	1,388	957	737	568	299	137	42	14	11
2019.3/4	중랑구	상봉2동	외국인	334	14	4	5	2	24	51	50	38	18	28	37	41	18	3	1	-	-	-	-	-	-
2019.3/4	중랑구	중화1동	계	21,001	738	708	641	841	1,297	1,825	1,674	1,779	1,415	1,533	1,720	1,903	1,703	1,180	829	611	398	132	60	9	5
2019.3/4	중랑구	중화1동	한국인	20,809	732	706	637	841	1,287	1,793	1,648	1,751	1,395	1,517	1,702	1,885	1,695	1,177	828	611	398	132	60	9	5
2019.3/4	중랑구	중화1동	외국인	192	6	2	4	-	10	32	26	28	20	16	18	18	8	3	1	-	-	-	-	-	-
2019.3/4	중랑구	중화2동	계	27,994	651	588	554	925	1,807	2,266	2,108	2,053	1,717	2,248	2,667	3,001	2,562	1,571	1,278	1,068	586	222	87	20	15
2019.3/4	중랑구	중화2동	한국인	27,431	638	573	542	915	1,769	2,219	2,044	2,001	1,670	2,189	2,594	2,923	2,525	1,562	1,272	1,068	585	220	87	20	15
2019.3/4	중랑구	중화2동	외국인	563	13	15	12	10	38	47	64	52	47	59	73	78	37	9	6	-	1	2	-	-	-
2019.3/4	중랑구	묵1동	계	36,063	1,218	1,494	1,526	1,722	2,275	2,676	2,527	2,934	2,851	3,219	2,778	2,949	2,547	1,815	1,443	1,064	655	243	83	25	19
2019.3/4	중랑구	묵1동	한국인	35,888	1,216	1,492	1,524	1,718	2,250	2,657	2,498	2,917	2,832	3,209	2,764	2,931	2,541	1,808	1,443	1,063	655	243	83	25	19
2019.3/4	중랑구	묵1동	외국인	175	2	2	2	4	25	19	29	17	19	10	14	18	6	7	-	1	-	-	-	-	-
2019.3/4	중랑구	묵2동	계	20,094	640	614	628	727	1,195	1,698	1,685	1,702	1,419	1,586	1,607	1,754	1,632	1,173	830	660	337	134	53	11	9
2019.3/4	중랑구	묵2동	한국인	19,850	631	606	623	722	1,176	1,675	1,643	1,686	1,400	1,561	1,580	1,730	1,619	1,166	829	659	337	134	53	11	9
2019.3/4	중랑구	묵2동	외국인	244	9	8	5	5	19	23	42	16	19	25	27	24	13	7	1	1	-	-	-	-	-
2019.3/4	중랑구	망우3동	계	18,025	458	508	527	801	1,195	1,361	1,132	1,295	1,095	1,529	1,753	1,733	1,564	1,007	852	610	345	167	62	17	14
2019.3/4	중랑구	망우3동	한국인	17,674	431	488	512	788	1,156	1,302	1,075	1,269	1,072	1,510	1,732	1,714	1,555	1,003	852	610	345	167	62	17	14
2019.3/4	중랑구	망우3동	외국인	351	27	20	15	13	39	59	57	26	23	19	21	19	9	4	-	-	-	-	-	-	-
2019.3/4	중랑구	신내1동	계	40,738	1,472	2,379	1,955	1,919	2,501	2,730	2,277	3,268	3,012	3,175	3,234	3,588	3,100	2,007	1,567	1,201	768	365	154	51	15
2019.3/4	중랑구	신내1동	한국인	40,594	1,468	2,372	1,953	1,917	2,496	2,711	2,254	3,241	3,003	3,160	3,225	3,575	3,096	2,003	1,566	1,201	768	365	154	51	15
2019.3/4	중랑구	신내1동	외국인	144	4	7	2	2	5	19	23	27	9	15	9	13	4	4	1	-	-	-	-	-	-
2019.3/4	중랑구	신내2동	계	22,095	763	817	897	1,054	1,324	1,412	1,443	1,766	1,595	1,868	1,825	1,931	1,794	1,236	910	683	460	221	71	20	5
2019.3/4	중랑구	신내2동	한국인	22,016	763	816	897	1,054	1,318	1,400	1,429	1,758	1,587	1,859	1,816	1,920	1,793	1,236	910	683	460	221	71	20	5
2019.3/4	중랑구	신내2동	외국인	79	-	1	-	-	6	12	14	8	8	9	9	11	1	-	-	-	-	-	-	-	-
2019.3/4	중랑구	면목본동	계	36,247	1,001	908	918	1,356	2,429	3,155	2,945	2,947	2,440	3,056	3,320	3,377	2,746	1,922	1,552	1,171	628	257	66	30	23
2019.3/4	중랑구	면목본동	한국인	35,405	976	887	907	1,340	2,274	3,047	2,851	2,861	2,388	2,985	3,251	3,295	2,699	1,920	1,549	1,171	628	257	66	30	23
2019.3/4	중랑구	면목본동	외국인	842	25	21	11	16	155	108	94	86	52	71	69	82	47	2	3	-	-	-	-	-	-
2019.3/4	중랑구	면목3.8동	계	26,729	662	657	680	1,079	1,802	2,218	1,865	2,077	1,674	2,182	2,427	2,513	2,297	1,508	1,295	958	516	207	87	15	10
2019.3/4	중랑구	면목3.8동	한국인	26,296	644	643	675	1,064	1,738	2,160	1,818	2,031	1,638	2,143	2,394	2,478	2,283	1,504	1,291	957	516	207	87	15	10
2019.3/4	중랑구	면목3.8동	외국인	433	18	14	5	15	64	58	47	46	36	39	33	35	14	4	4	1	-	-	-	-	-
2019.3/4	중랑구	망우본동	계	31,251	832	822	871	1,241	1,953	2,383	2,034	2,291	1,969	2,513	2,856	3,228	2,800	1,927	1,388	1,082	621	281	103	37	19
2019.3/4	중랑구	망우본동	한국인	30,894	811	811	863	1,233	1,928	2,349	1,990	2,256	1,935	2,478	2,816	3,190	2,783	1,926	1,384	1,082	621	279	103	37	19
2019.3/4	중랑구	망우본동	외국인	357	21	11	8	8	25	34	44	35	34	35	40	38	17	1	4	-	-	2	-	-	-
2019.3/4	성북구	소계	계	454,114	13,817	17,436	17,835	22,663	37,559	35,847	29,449	34,167	32,994	40,633	36,054	34,549	30,907	21,722	18,033	15,142	9,247	3,851	1,450	401	358
2019.3/4	성북구	소계	한국인	441,590	13,639	17,287	17,738	21,822	32,154	33,834	28,313	33,471	32,546	40,200	35,641	34,173	30,724	21,647	18,003	15,116	9,234	3,841	1,450	400	357
2019.3/4	성북구	소계	외국인	12,524	178	149	97	841	5,405	2,013	1,136	696	448	433	413	376	183	75	30	26	13	10	-	1	1
2019.3/4	성북구	돈암1동	계	16,048	434	497	622	900	1,118	1,103	1,032	1,073	998	1,434	1,475	1,376	1,236	877	702	570	358	172	49	11	11
2019.3/4	성북구	돈암1동	한국인	15,936	431	496	622	900	1,083	1,085	1,018	1,065	989	1,425	1,469	1,367	1,236	877	702	570	358	172	49	11	11
2019.3/4	성북구	돈암1동	외국인	112	3	1	-	-	35	18	14	8	9	9	6	9	-	-	-	-	-	-	-	-	-
2019.3/4	성북구	돈암2동	계	25,076	892	1,368	1,518	1,508	1,547	1,470	1,337	1,868	2,119	2,681	2,155	1,895	1,522	1,003	785	635	430	232	84	16	11
2019.3/4	성북구	돈암2동	한국인	24,976	890	1,365	1,514	1,507	1,537	1,463	1,322	1,857	2,109	2,669	2,146	1,887	1,519	1,001	783	635	430	231	84	16	11
2019.3/4	성북구	돈암2동	외국인	100	2	3	4	1	10	7	15	11	10	12	9	8	3	2	2	-	-	1	-	-	-
